image_id,file_name,question_en,answer,split,category,question_ur
534827,COCO_val2014_000000534827.jpg,Is there a vase in the image?,no,random,vase,کیا تصویر میں گلدان ہے؟
534827,COCO_val2014_000000534827.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟
534827,COCO_val2014_000000534827.jpg,Is there a motorcycle in the image?,yes,popular,motorcycle,کیا تصویر میں کوئی موٹر سائیکل ہے؟
534827,COCO_val2014_000000534827.jpg,Is there a handbag in the image?,yes,popular,handbag,کیا تصویر میں ہینڈ بیگ ہے؟
534827,COCO_val2014_000000534827.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟
534827,COCO_val2014_000000534827.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟
534827,COCO_val2014_000000534827.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟
534827,COCO_val2014_000000534827.jpg,Is there a handbag in the image?,yes,adversarial,handbag,کیا تصویر میں ہینڈ بیگ ہے؟
534827,COCO_val2014_000000534827.jpg,Is there a motorcycle in the image?,yes,adversarial,motorcycle,کیا تصویر میں کوئی موٹر سائیکل ہے؟
534827,COCO_val2014_000000534827.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟
534827,COCO_val2014_000000534827.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟
534827,COCO_val2014_000000534827.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟
534827,COCO_val2014_000000534827.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟
240950,COCO_val2014_000000240950.jpg,Is there a bench in the image?,yes,random,bench,کیا تصویر میں کوئی بینچ ہے؟
240950,COCO_val2014_000000240950.jpg,Is there a wine glass in the image?,yes,random,wine glass,کیا تصویر میں شراب کا گلاس ہے؟
240950,COCO_val2014_000000240950.jpg,Is there a cup in the image?,yes,random,cup,کیا تصویر میں کپ ہے؟
240950,COCO_val2014_000000240950.jpg,Is there a kite in the image?,no,random,kite,کیا تصویر میں پتنگ ہے؟
240950,COCO_val2014_000000240950.jpg,Is there a skateboard in the image?,no,random,skateboard,کیا تصویر میں اسکیٹ بورڈ ہے؟
240950,COCO_val2014_000000240950.jpg,Is there a tv in the image?,no,random,tv,کیا تصویر میں ٹی وی ہے؟
240950,COCO_val2014_000000240950.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟
240950,COCO_val2014_000000240950.jpg,Is there a wine glass in the image?,yes,popular,wine glass,کیا تصویر میں شراب کا گلاس ہے؟
240950,COCO_val2014_000000240950.jpg,Is there a knife in the image?,yes,popular,knife,کیا تصویر میں چاقو ہے؟
240950,COCO_val2014_000000240950.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟
240950,COCO_val2014_000000240950.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟
240950,COCO_val2014_000000240950.jpg,Is there a traffic light in the image?,no,popular,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟
240950,COCO_val2014_000000240950.jpg,Is there a truck in the image?,yes,adversarial,truck,کیا تصویر میں کوئی ٹرک ہے؟
240950,COCO_val2014_000000240950.jpg,Is there a cup in the image?,yes,adversarial,cup,کیا تصویر میں کپ ہے؟
240950,COCO_val2014_000000240950.jpg,Is there a broccoli in the image?,yes,adversarial,broccoli,کیا تصویر میں بروکولی ہے؟
240950,COCO_val2014_000000240950.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟
240950,COCO_val2014_000000240950.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟
240950,COCO_val2014_000000240950.jpg,Is there a traffic light in the image?,no,adversarial,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟
332625,COCO_val2014_000000332625.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟
332625,COCO_val2014_000000332625.jpg,Is there a tv in the image?,yes,random,tv,کیا تصویر میں ٹی وی ہے؟
332625,COCO_val2014_000000332625.jpg,Is there a chair in the image?,yes,random,chair,کیا تصویر میں کرسی ہے؟
332625,COCO_val2014_000000332625.jpg,Is there a fire hydrant in the image?,no,random,fire hydrant,کیا تصویر میں فائر ہائیڈرنٹ ہے؟
332625,COCO_val2014_000000332625.jpg,Is there a sink in the image?,no,random,sink,کیا تصویر میں کوئی سنک ہے؟
332625,COCO_val2014_000000332625.jpg,Is there a suitcase in the image?,no,random,suitcase,کیا تصویر میں کوئی سوٹ کیس ہے؟
332625,COCO_val2014_000000332625.jpg,Is there a chair in the image?,yes,popular,chair,کیا تصویر میں کرسی ہے؟
332625,COCO_val2014_000000332625.jpg,Is there a tv in the image?,yes,popular,tv,کیا تصویر میں ٹی وی ہے؟
332625,COCO_val2014_000000332625.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟
332625,COCO_val2014_000000332625.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟
332625,COCO_val2014_000000332625.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟
332625,COCO_val2014_000000332625.jpg,Is there a bottle in the image?,no,popular,bottle,کیا تصویر میں کوئی بوتل ہے؟
332625,COCO_val2014_000000332625.jpg,Is there a tv in the image?,yes,adversarial,tv,کیا تصویر میں ٹی وی ہے؟
332625,COCO_val2014_000000332625.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟
332625,COCO_val2014_000000332625.jpg,Is there a chair in the image?,yes,adversarial,chair,کیا تصویر میں کرسی ہے؟
332625,COCO_val2014_000000332625.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟
332625,COCO_val2014_000000332625.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟
332625,COCO_val2014_000000332625.jpg,Is there a bottle in the image?,no,adversarial,bottle,کیا تصویر میں کوئی بوتل ہے؟
526418,COCO_val2014_000000526418.jpg,Is there a book in the image?,yes,random,book,کیا تصویر میں کوئی کتاب ہے؟
526418,COCO_val2014_000000526418.jpg,Is there a chair in the image?,yes,random,chair,کیا تصویر میں کرسی ہے؟
526418,COCO_val2014_000000526418.jpg,Is there a teddy bear in the image?,yes,random,teddy bear,کیا تصویر میں کوئی ٹیڈی بیر ہے؟
526418,COCO_val2014_000000526418.jpg,Is there a couch in the image?,no,random,couch,کیا تصویر میں صوفہ ہے؟
526418,COCO_val2014_000000526418.jpg,Is there a toaster in the image?,no,random,toaster,کیا تصویر میں ٹوسٹر ہے؟
526418,COCO_val2014_000000526418.jpg,Is there a tennis racket in the image?,no,random,tennis racket,کیا تصویر میں ٹینس ریکیٹ ہے؟
526418,COCO_val2014_000000526418.jpg,Is there a chair in the image?,yes,popular,chair,کیا تصویر میں کرسی ہے؟
526418,COCO_val2014_000000526418.jpg,Is there a teddy bear in the image?,yes,popular,teddy bear,کیا تصویر میں کوئی ٹیڈی بیر ہے؟
526418,COCO_val2014_000000526418.jpg,Is there a book in the image?,yes,popular,book,کیا تصویر میں کوئی کتاب ہے؟
526418,COCO_val2014_000000526418.jpg,Is there a person in the image?,no,popular,person,کیا تصویر میں کوئی شخص ہے؟
526418,COCO_val2014_000000526418.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟
526418,COCO_val2014_000000526418.jpg,Is there a bottle in the image?,no,popular,bottle,کیا تصویر میں کوئی بوتل ہے؟
526418,COCO_val2014_000000526418.jpg,Is there a chair in the image?,yes,adversarial,chair,کیا تصویر میں کرسی ہے؟
526418,COCO_val2014_000000526418.jpg,Is there a teddy bear in the image?,yes,adversarial,teddy bear,کیا تصویر میں کوئی ٹیڈی بیر ہے؟
526418,COCO_val2014_000000526418.jpg,Is there a book in the image?,yes,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟
526418,COCO_val2014_000000526418.jpg,Is there a person in the image?,no,adversarial,person,کیا تصویر میں کوئی شخص ہے؟
526418,COCO_val2014_000000526418.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟
526418,COCO_val2014_000000526418.jpg,Is there a bottle in the image?,no,adversarial,bottle,کیا تصویر میں کوئی بوتل ہے؟
279549,COCO_val2014_000000279549.jpg,Is there a tennis racket in the image?,yes,random,tennis racket,کیا تصویر میں ٹینس ریکیٹ ہے؟
279549,COCO_val2014_000000279549.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟
279549,COCO_val2014_000000279549.jpg,Is there a sports ball in the image?,yes,random,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟
279549,COCO_val2014_000000279549.jpg,Is there a book in the image?,no,random,book,کیا تصویر میں کوئی کتاب ہے؟
279549,COCO_val2014_000000279549.jpg,Is there a elephant in the image?,no,random,elephant,کیا تصویر میں ہاتھی ہے؟
279549,COCO_val2014_000000279549.jpg,Is there a skateboard in the image?,no,random,skateboard,کیا تصویر میں اسکیٹ بورڈ ہے؟
279549,COCO_val2014_000000279549.jpg,Is there a tennis racket in the image?,yes,popular,tennis racket,کیا تصویر میں ٹینس ریکیٹ ہے؟
279549,COCO_val2014_000000279549.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟
279549,COCO_val2014_000000279549.jpg,Is there a sports ball in the image?,yes,popular,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟
279549,COCO_val2014_000000279549.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟
279549,COCO_val2014_000000279549.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟
279549,COCO_val2014_000000279549.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟
279549,COCO_val2014_000000279549.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟
279549,COCO_val2014_000000279549.jpg,Is there a tennis racket in the image?,yes,adversarial,tennis racket,کیا تصویر میں ٹینس ریکیٹ ہے؟
279549,COCO_val2014_000000279549.jpg,Is there a sports ball in the image?,yes,adversarial,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟
279549,COCO_val2014_000000279549.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟
279549,COCO_val2014_000000279549.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟
279549,COCO_val2014_000000279549.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟
252625,COCO_val2014_000000252625.jpg,Is there a potted plant in the image?,yes,random,potted plant,کیا تصویر میں کوئی پودا ہے؟
252625,COCO_val2014_000000252625.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟
252625,COCO_val2014_000000252625.jpg,Is there a traffic light in the image?,yes,random,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟
252625,COCO_val2014_000000252625.jpg,Is there a couch in the image?,no,random,couch,کیا تصویر میں صوفہ ہے؟
252625,COCO_val2014_000000252625.jpg,Is there a tennis racket in the image?,no,random,tennis racket,کیا تصویر میں ٹینس ریکیٹ ہے؟
252625,COCO_val2014_000000252625.jpg,Is there a truck in the image?,no,random,truck,کیا تصویر میں کوئی ٹرک ہے؟
252625,COCO_val2014_000000252625.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟
252625,COCO_val2014_000000252625.jpg,Is there a bicycle in the image?,yes,popular,bicycle,کیا تصویر میں کوئی سائیکل ہے؟
252625,COCO_val2014_000000252625.jpg,Is there a traffic light in the image?,yes,popular,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟
252625,COCO_val2014_000000252625.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟
252625,COCO_val2014_000000252625.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟
252625,COCO_val2014_000000252625.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟
252625,COCO_val2014_000000252625.jpg,Is there a potted plant in the image?,yes,adversarial,potted plant,کیا تصویر میں کوئی پودا ہے؟
252625,COCO_val2014_000000252625.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟
252625,COCO_val2014_000000252625.jpg,Is there a bicycle in the image?,yes,adversarial,bicycle,کیا تصویر میں کوئی سائیکل ہے؟
252625,COCO_val2014_000000252625.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟
252625,COCO_val2014_000000252625.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟
252625,COCO_val2014_000000252625.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟
17244,COCO_val2014_000000017244.jpg,Is there a bus in the image?,yes,random,bus,کیا تصویر میں بس ہے؟
17244,COCO_val2014_000000017244.jpg,Is there a bicycle in the image?,yes,random,bicycle,کیا تصویر میں کوئی سائیکل ہے؟
17244,COCO_val2014_000000017244.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟
17244,COCO_val2014_000000017244.jpg,Is there a horse in the image?,no,random,horse,کیا تصویر میں گھوڑا ہے؟
17244,COCO_val2014_000000017244.jpg,Is there a parking meter in the image?,no,random,parking meter,کیا تصویر میں پارکنگ میٹر ہے؟
17244,COCO_val2014_000000017244.jpg,Is there a zebra in the image?,no,random,zebra,کیا تصویر میں زیبرا ہے؟
