image_id,file_name,question_en,answer,split,category
535668,COCO_val2014_000000535668.jpg,Is there a baseball bat in the image?,yes,random,baseball bat
535668,COCO_val2014_000000535668.jpg,Is there a couch in the image?,no,random,couch
535668,COCO_val2014_000000535668.jpg,Is there a backpack in the image?,no,random,backpack
535668,COCO_val2014_000000535668.jpg,Is there a tennis racket in the image?,no,random,tennis racket
535668,COCO_val2014_000000535668.jpg,Is there a sports ball in the image?,yes,popular,sports ball
535668,COCO_val2014_000000535668.jpg,Is there a person in the image?,yes,popular,person
535668,COCO_val2014_000000535668.jpg,Is there a baseball bat in the image?,yes,popular,baseball bat
535668,COCO_val2014_000000535668.jpg,Is there a car in the image?,no,popular,car
535668,COCO_val2014_000000535668.jpg,Is there a chair in the image?,no,popular,chair
535668,COCO_val2014_000000535668.jpg,Is there a book in the image?,no,popular,book
535668,COCO_val2014_000000535668.jpg,Is there a sports ball in the image?,yes,adversarial,sports ball
535668,COCO_val2014_000000535668.jpg,Is there a person in the image?,yes,adversarial,person
535668,COCO_val2014_000000535668.jpg,Is there a baseball bat in the image?,yes,adversarial,baseball bat
535668,COCO_val2014_000000535668.jpg,Is there a car in the image?,no,adversarial,car
535668,COCO_val2014_000000535668.jpg,Is there a chair in the image?,no,adversarial,chair
535668,COCO_val2014_000000535668.jpg,Is there a book in the image?,no,adversarial,book
303685,COCO_val2014_000000303685.jpg,Is there a truck in the image?,yes,random,truck
303685,COCO_val2014_000000303685.jpg,Is there a backpack in the image?,yes,random,backpack
303685,COCO_val2014_000000303685.jpg,Is there a tie in the image?,yes,random,tie
303685,COCO_val2014_000000303685.jpg,Is there a zebra in the image?,no,random,zebra
303685,COCO_val2014_000000303685.jpg,Is there a cake in the image?,no,random,cake
303685,COCO_val2014_000000303685.jpg,Is there a keyboard in the image?,no,random,keyboard
303685,COCO_val2014_000000303685.jpg,Is there a backpack in the image?,yes,popular,backpack
303685,COCO_val2014_000000303685.jpg,Is there a truck in the image?,yes,popular,truck
303685,COCO_val2014_000000303685.jpg,Is there a chair in the image?,yes,popular,chair
303685,COCO_val2014_000000303685.jpg,Is there a person in the image?,no,popular,person
303685,COCO_val2014_000000303685.jpg,Is there a car in the image?,no,popular,car
303685,COCO_val2014_000000303685.jpg,Is there a book in the image?,no,popular,book
303685,COCO_val2014_000000303685.jpg,Is there a truck in the image?,yes,adversarial,truck
303685,COCO_val2014_000000303685.jpg,Is there a backpack in the image?,yes,adversarial,backpack
303685,COCO_val2014_000000303685.jpg,Is there a chair in the image?,yes,adversarial,chair
303685,COCO_val2014_000000303685.jpg,Is there a person in the image?,no,adversarial,person
303685,COCO_val2014_000000303685.jpg,Is there a car in the image?,no,adversarial,car
303685,COCO_val2014_000000303685.jpg,Is there a book in the image?,no,adversarial,book
516414,COCO_val2014_000000516414.jpg,Is there a boat in the image?,yes,random,boat
516414,COCO_val2014_000000516414.jpg,Is there a car in the image?,yes,random,car
516414,COCO_val2014_000000516414.jpg,Is there a person in the image?,yes,random,person
516414,COCO_val2014_000000516414.jpg,Is there a toilet in the image?,no,random,toilet
516414,COCO_val2014_000000516414.jpg,Is there a bottle in the image?,no,random,bottle
516414,COCO_val2014_000000516414.jpg,Is there a couch in the image?,no,random,couch
516414,COCO_val2014_000000516414.jpg,Is there a person in the image?,yes,popular,person
516414,COCO_val2014_000000516414.jpg,Is there a car in the image?,yes,popular,car
516414,COCO_val2014_000000516414.jpg,Is there a boat in the image?,yes,popular,boat
516414,COCO_val2014_000000516414.jpg,Is there a chair in the image?,no,popular,chair
516414,COCO_val2014_000000516414.jpg,Is there a book in the image?,no,popular,book
516414,COCO_val2014_000000516414.jpg,Is there a bottle in the image?,no,popular,bottle
516414,COCO_val2014_000000516414.jpg,Is there a boat in the image?,yes,adversarial,boat
516414,COCO_val2014_000000516414.jpg,Is there a car in the image?,yes,adversarial,car
516414,COCO_val2014_000000516414.jpg,Is there a person in the image?,yes,adversarial,person
516414,COCO_val2014_000000516414.jpg,Is there a chair in the image?,no,adversarial,chair
516414,COCO_val2014_000000516414.jpg,Is there a book in the image?,no,adversarial,book
516414,COCO_val2014_000000516414.jpg,Is there a bottle in the image?,no,adversarial,bottle
443887,COCO_val2014_000000443887.jpg,Is there a cat in the image?,yes,random,cat
443887,COCO_val2014_000000443887.jpg,Is there a bowl in the image?,yes,random,bowl
443887,COCO_val2014_000000443887.jpg,Is there a potted plant in the image?,yes,random,potted plant
443887,COCO_val2014_000000443887.jpg,Is there a truck in the image?,no,random,truck
443887,COCO_val2014_000000443887.jpg,Is there a train in the image?,no,random,train
443887,COCO_val2014_000000443887.jpg,Is there a teddy bear in the image?,no,random,teddy bear
443887,COCO_val2014_000000443887.jpg,Is there a potted plant in the image?,yes,popular,potted plant
443887,COCO_val2014_000000443887.jpg,Is there a cat in the image?,yes,popular,cat
443887,COCO_val2014_000000443887.jpg,Is there a bowl in the image?,yes,popular,bowl
443887,COCO_val2014_000000443887.jpg,Is there a person in the image?,no,popular,person
443887,COCO_val2014_000000443887.jpg,Is there a car in the image?,no,popular,car
443887,COCO_val2014_000000443887.jpg,Is there a chair in the image?,no,popular,chair
443887,COCO_val2014_000000443887.jpg,Is there a bowl in the image?,yes,adversarial,bowl
443887,COCO_val2014_000000443887.jpg,Is there a cat in the image?,yes,adversarial,cat
443887,COCO_val2014_000000443887.jpg,Is there a potted plant in the image?,yes,adversarial,potted plant
443887,COCO_val2014_000000443887.jpg,Is there a person in the image?,no,adversarial,person
443887,COCO_val2014_000000443887.jpg,Is there a car in the image?,no,adversarial,car
443887,COCO_val2014_000000443887.jpg,Is there a chair in the image?,no,adversarial,chair
534827,COCO_val2014_000000534827.jpg,Is there a person in the image?,yes,random,person
534827,COCO_val2014_000000534827.jpg,Is there a motorcycle in the image?,yes,random,motorcycle
534827,COCO_val2014_000000534827.jpg,Is there a handbag in the image?,yes,random,handbag
534827,COCO_val2014_000000534827.jpg,Is there a donut in the image?,no,random,donut
534827,COCO_val2014_000000534827.jpg,Is there a horse in the image?,no,random,horse
534827,COCO_val2014_000000534827.jpg,Is there a vase in the image?,no,random,vase
534827,COCO_val2014_000000534827.jpg,Is there a person in the image?,yes,popular,person
534827,COCO_val2014_000000534827.jpg,Is there a motorcycle in the image?,yes,popular,motorcycle
534827,COCO_val2014_000000534827.jpg,Is there a handbag in the image?,yes,popular,handbag
534827,COCO_val2014_000000534827.jpg,Is there a car in the image?,no,popular,car
534827,COCO_val2014_000000534827.jpg,Is there a chair in the image?,no,popular,chair
534827,COCO_val2014_000000534827.jpg,Is there a book in the image?,no,popular,book
534827,COCO_val2014_000000534827.jpg,Is there a handbag in the image?,yes,adversarial,handbag
534827,COCO_val2014_000000534827.jpg,Is there a motorcycle in the image?,yes,adversarial,motorcycle
534827,COCO_val2014_000000534827.jpg,Is there a person in the image?,yes,adversarial,person
534827,COCO_val2014_000000534827.jpg,Is there a car in the image?,no,adversarial,car
534827,COCO_val2014_000000534827.jpg,Is there a chair in the image?,no,adversarial,chair
534827,COCO_val2014_000000534827.jpg,Is there a book in the image?,no,adversarial,book
240950,COCO_val2014_000000240950.jpg,Is there a bench in the image?,yes,random,bench
240950,COCO_val2014_000000240950.jpg,Is there a wine glass in the image?,yes,random,wine glass
240950,COCO_val2014_000000240950.jpg,Is there a cup in the image?,yes,random,cup
240950,COCO_val2014_000000240950.jpg,Is there a kite in the image?,no,random,kite
240950,COCO_val2014_000000240950.jpg,Is there a skateboard in the image?,no,random,skateboard
240950,COCO_val2014_000000240950.jpg,Is there a tv in the image?,no,random,tv
240950,COCO_val2014_000000240950.jpg,Is there a person in the image?,yes,popular,person
240950,COCO_val2014_000000240950.jpg,Is there a wine glass in the image?,yes,popular,wine glass
240950,COCO_val2014_000000240950.jpg,Is there a knife in the image?,yes,popular,knife
240950,COCO_val2014_000000240950.jpg,Is there a car in the image?,no,popular,car
240950,COCO_val2014_000000240950.jpg,Is there a book in the image?,no,popular,book
240950,COCO_val2014_000000240950.jpg,Is there a traffic light in the image?,no,popular,traffic light
240950,COCO_val2014_000000240950.jpg,Is there a truck in the image?,yes,adversarial,truck
240950,COCO_val2014_000000240950.jpg,Is there a cup in the image?,yes,adversarial,cup
240950,COCO_val2014_000000240950.jpg,Is there a broccoli in the image?,yes,adversarial,broccoli
240950,COCO_val2014_000000240950.jpg,Is there a car in the image?,no,adversarial,car
240950,COCO_val2014_000000240950.jpg,Is there a book in the image?,no,adversarial,book
240950,COCO_val2014_000000240950.jpg,Is there a traffic light in the image?,no,adversarial,traffic light
332625,COCO_val2014_000000332625.jpg,Is there a person in the image?,yes,random,person
332625,COCO_val2014_000000332625.jpg,Is there a tv in the image?,yes,random,tv
332625,COCO_val2014_000000332625.jpg,Is there a chair in the image?,yes,random,chair
332625,COCO_val2014_000000332625.jpg,Is there a fire hydrant in the image?,no,random,fire hydrant
332625,COCO_val2014_000000332625.jpg,Is there a sink in the image?,no,random,sink
332625,COCO_val2014_000000332625.jpg,Is there a suitcase in the image?,no,random,suitcase
332625,COCO_val2014_000000332625.jpg,Is there a chair in the image?,yes,popular,chair
332625,COCO_val2014_000000332625.jpg,Is there a tv in the image?,yes,popular,tv
332625,COCO_val2014_000000332625.jpg,Is there a person in the image?,yes,popular,person
332625,COCO_val2014_000000332625.jpg,Is there a car in the image?,no,popular,car
332625,COCO_val2014_000000332625.jpg,Is there a book in the image?,no,popular,book
332625,COCO_val2014_000000332625.jpg,Is there a bottle in the image?,no,popular,bottle
332625,COCO_val2014_000000332625.jpg,Is there a tv in the image?,yes,adversarial,tv
332625,COCO_val2014_000000332625.jpg,Is there a person in the image?,yes,adversarial,person
332625,COCO_val2014_000000332625.jpg,Is there a chair in the image?,yes,adversarial,chair
332625,COCO_val2014_000000332625.jpg,Is there a car in the image?,no,adversarial,car
332625,COCO_val2014_000000332625.jpg,Is there a book in the image?,no,adversarial,book
332625,COCO_val2014_000000332625.jpg,Is there a bottle in the image?,no,adversarial,bottle
526418,COCO_val2014_000000526418.jpg,Is there a book in the image?,yes,random,book
526418,COCO_val2014_000000526418.jpg,Is there a chair in the image?,yes,random,chair
526418,COCO_val2014_000000526418.jpg,Is there a teddy bear in the image?,yes,random,teddy bear
526418,COCO_val2014_000000526418.jpg,Is there a couch in the image?,no,random,couch
526418,COCO_val2014_000000526418.jpg,Is there a toaster in the image?,no,random,toaster
526418,COCO_val2014_000000526418.jpg,Is there a tennis racket in the image?,no,random,tennis racket
526418,COCO_val2014_000000526418.jpg,Is there a chair in the image?,yes,popular,chair
526418,COCO_val2014_000000526418.jpg,Is there a teddy bear in the image?,yes,popular,teddy bear
526418,COCO_val2014_000000526418.jpg,Is there a book in the image?,yes,popular,book
526418,COCO_val2014_000000526418.jpg,Is there a person in the image?,no,popular,person
526418,COCO_val2014_000000526418.jpg,Is there a car in the image?,no,popular,car
526418,COCO_val2014_000000526418.jpg,Is there a bottle in the image?,no,popular,bottle
526418,COCO_val2014_000000526418.jpg,Is there a chair in the image?,yes,adversarial,chair
526418,COCO_val2014_000000526418.jpg,Is there a teddy bear in the image?,yes,adversarial,teddy bear
526418,COCO_val2014_000000526418.jpg,Is there a book in the image?,yes,adversarial,book
526418,COCO_val2014_000000526418.jpg,Is there a person in the image?,no,adversarial,person
526418,COCO_val2014_000000526418.jpg,Is there a car in the image?,no,adversarial,car
526418,COCO_val2014_000000526418.jpg,Is there a bottle in the image?,no,adversarial,bottle
279549,COCO_val2014_000000279549.jpg,Is there a tennis racket in the image?,yes,random,tennis racket
279549,COCO_val2014_000000279549.jpg,Is there a person in the image?,yes,random,person
279549,COCO_val2014_000000279549.jpg,Is there a sports ball in the image?,yes,random,sports ball
279549,COCO_val2014_000000279549.jpg,Is there a book in the image?,no,random,book
279549,COCO_val2014_000000279549.jpg,Is there a elephant in the image?,no,random,elephant
279549,COCO_val2014_000000279549.jpg,Is there a skateboard in the image?,no,random,skateboard
279549,COCO_val2014_000000279549.jpg,Is there a tennis racket in the image?,yes,popular,tennis racket
279549,COCO_val2014_000000279549.jpg,Is there a person in the image?,yes,popular,person
279549,COCO_val2014_000000279549.jpg,Is there a sports ball in the image?,yes,popular,sports ball
279549,COCO_val2014_000000279549.jpg,Is there a car in the image?,no,popular,car
279549,COCO_val2014_000000279549.jpg,Is there a chair in the image?,no,popular,chair
279549,COCO_val2014_000000279549.jpg,Is there a book in the image?,no,popular,book
279549,COCO_val2014_000000279549.jpg,Is there a person in the image?,yes,adversarial,person
279549,COCO_val2014_000000279549.jpg,Is there a tennis racket in the image?,yes,adversarial,tennis racket
279549,COCO_val2014_000000279549.jpg,Is there a sports ball in the image?,yes,adversarial,sports ball
279549,COCO_val2014_000000279549.jpg,Is there a car in the image?,no,adversarial,car
279549,COCO_val2014_000000279549.jpg,Is there a chair in the image?,no,adversarial,chair
279549,COCO_val2014_000000279549.jpg,Is there a book in the image?,no,adversarial,book
252625,COCO_val2014_000000252625.jpg,Is there a potted plant in the image?,yes,random,potted plant
252625,COCO_val2014_000000252625.jpg,Is there a person in the image?,yes,random,person
252625,COCO_val2014_000000252625.jpg,Is there a traffic light in the image?,yes,random,traffic light
252625,COCO_val2014_000000252625.jpg,Is there a couch in the image?,no,random,couch
252625,COCO_val2014_000000252625.jpg,Is there a tennis racket in the image?,no,random,tennis racket
252625,COCO_val2014_000000252625.jpg,Is there a truck in the image?,no,random,truck
252625,COCO_val2014_000000252625.jpg,Is there a person in the image?,yes,popular,person
252625,COCO_val2014_000000252625.jpg,Is there a bicycle in the image?,yes,popular,bicycle
252625,COCO_val2014_000000252625.jpg,Is there a traffic light in the image?,yes,popular,traffic light
252625,COCO_val2014_000000252625.jpg,Is there a car in the image?,no,popular,car
252625,COCO_val2014_000000252625.jpg,Is there a chair in the image?,no,popular,chair
252625,COCO_val2014_000000252625.jpg,Is there a book in the image?,no,popular,book
252625,COCO_val2014_000000252625.jpg,Is there a potted plant in the image?,yes,adversarial,potted plant
252625,COCO_val2014_000000252625.jpg,Is there a person in the image?,yes,adversarial,person
252625,COCO_val2014_000000252625.jpg,Is there a bicycle in the image?,yes,adversarial,bicycle
252625,COCO_val2014_000000252625.jpg,Is there a car in the image?,no,adversarial,car
252625,COCO_val2014_000000252625.jpg,Is there a chair in the image?,no,adversarial,chair
252625,COCO_val2014_000000252625.jpg,Is there a book in the image?,no,adversarial,book
17244,COCO_val2014_000000017244.jpg,Is there a bus in the image?,yes,random,bus
17244,COCO_val2014_000000017244.jpg,Is there a bicycle in the image?,yes,random,bicycle
17244,COCO_val2014_000000017244.jpg,Is there a person in the image?,yes,random,person
17244,COCO_val2014_000000017244.jpg,Is there a horse in the image?,no,random,horse
17244,COCO_val2014_000000017244.jpg,Is there a parking meter in the image?,no,random,parking meter
17244,COCO_val2014_000000017244.jpg,Is there a zebra in the image?,no,random,zebra
17244,COCO_val2014_000000017244.jpg,Is there a bus in the image?,yes,popular,bus
17244,COCO_val2014_000000017244.jpg,Is there a person in the image?,yes,popular,person
17244,COCO_val2014_000000017244.jpg,Is there a bicycle in the image?,yes,popular,bicycle
17244,COCO_val2014_000000017244.jpg,Is there a car in the image?,no,popular,car
17244,COCO_val2014_000000017244.jpg,Is there a chair in the image?,no,popular,chair
17244,COCO_val2014_000000017244.jpg,Is there a book in the image?,no,popular,book
17244,COCO_val2014_000000017244.jpg,Is there a bus in the image?,yes,adversarial,bus
17244,COCO_val2014_000000017244.jpg,Is there a person in the image?,yes,adversarial,person
17244,COCO_val2014_000000017244.jpg,Is there a bicycle in the image?,yes,adversarial,bicycle
17244,COCO_val2014_000000017244.jpg,Is there a car in the image?,no,adversarial,car
17244,COCO_val2014_000000017244.jpg,Is there a chair in the image?,no,adversarial,chair
17244,COCO_val2014_000000017244.jpg,Is there a book in the image?,no,adversarial,book
283498,COCO_val2014_000000283498.jpg,Is there a car in the image?,yes,random,car
283498,COCO_val2014_000000283498.jpg,Is there a person in the image?,yes,random,person
283498,COCO_val2014_000000283498.jpg,Is there a airplane in the image?,yes,random,airplane
283498,COCO_val2014_000000283498.jpg,Is there a broccoli in the image?,no,random,broccoli
283498,COCO_val2014_000000283498.jpg,Is there a traffic light in the image?,no,random,traffic light
283498,COCO_val2014_000000283498.jpg,Is there a orange in the image?,no,random,orange
283498,COCO_val2014_000000283498.jpg,Is there a car in the image?,yes,popular,car
283498,COCO_val2014_000000283498.jpg,Is there a truck in the image?,yes,popular,truck
283498,COCO_val2014_000000283498.jpg,Is there a person in the image?,yes,popular,person
283498,COCO_val2014_000000283498.jpg,Is there a chair in the image?,no,popular,chair
283498,COCO_val2014_000000283498.jpg,Is there a book in the image?,no,popular,book
283498,COCO_val2014_000000283498.jpg,Is there a bottle in the image?,no,popular,bottle
283498,COCO_val2014_000000283498.jpg,Is there a person in the image?,yes,adversarial,person
283498,COCO_val2014_000000283498.jpg,Is there a car in the image?,yes,adversarial,car
283498,COCO_val2014_000000283498.jpg,Is there a truck in the image?,yes,adversarial,truck
283498,COCO_val2014_000000283498.jpg,Is there a chair in the image?,no,adversarial,chair
283498,COCO_val2014_000000283498.jpg,Is there a book in the image?,no,adversarial,book
283498,COCO_val2014_000000283498.jpg,Is there a bottle in the image?,no,adversarial,bottle
166979,COCO_val2014_000000166979.jpg,Is there a airplane in the image?,yes,random,airplane
166979,COCO_val2014_000000166979.jpg,Is there a boat in the image?,yes,random,boat
166979,COCO_val2014_000000166979.jpg,Is there a person in the image?,yes,random,person
166979,COCO_val2014_000000166979.jpg,Is there a giraffe in the image?,no,random,giraffe
166979,COCO_val2014_000000166979.jpg,Is there a umbrella in the image?,no,random,umbrella
166979,COCO_val2014_000000166979.jpg,Is there a cake in the image?,no,random,cake
166979,COCO_val2014_000000166979.jpg,Is there a boat in the image?,yes,popular,boat
166979,COCO_val2014_000000166979.jpg,Is there a airplane in the image?,yes,popular,airplane
166979,COCO_val2014_000000166979.jpg,Is there a person in the image?,yes,popular,person
166979,COCO_val2014_000000166979.jpg,Is there a car in the image?,no,popular,car
166979,COCO_val2014_000000166979.jpg,Is there a chair in the image?,no,popular,chair
166979,COCO_val2014_000000166979.jpg,Is there a book in the image?,no,popular,book
166979,COCO_val2014_000000166979.jpg,Is there a person in the image?,yes,adversarial,person
166979,COCO_val2014_000000166979.jpg,Is there a boat in the image?,yes,adversarial,boat
166979,COCO_val2014_000000166979.jpg,Is there a airplane in the image?,yes,adversarial,airplane
166979,COCO_val2014_000000166979.jpg,Is there a car in the image?,no,adversarial,car
166979,COCO_val2014_000000166979.jpg,Is there a chair in the image?,no,adversarial,chair
166979,COCO_val2014_000000166979.jpg,Is there a book in the image?,no,adversarial,book
502141,COCO_val2014_000000502141.jpg,Is there a dining table in the image?,yes,random,dining table
502141,COCO_val2014_000000502141.jpg,Is there a umbrella in the image?,yes,random,umbrella
502141,COCO_val2014_000000502141.jpg,Is there a chair in the image?,yes,random,chair
502141,COCO_val2014_000000502141.jpg,Is there a airplane in the image?,no,random,airplane
502141,COCO_val2014_000000502141.jpg,Is there a laptop in the image?,no,random,laptop
502141,COCO_val2014_000000502141.jpg,Is there a frisbee in the image?,no,random,frisbee
502141,COCO_val2014_000000502141.jpg,Is there a dining table in the image?,yes,popular,dining table
502141,COCO_val2014_000000502141.jpg,Is there a chair in the image?,yes,popular,chair
502141,COCO_val2014_000000502141.jpg,Is there a umbrella in the image?,yes,popular,umbrella
502141,COCO_val2014_000000502141.jpg,Is there a person in the image?,no,popular,person
502141,COCO_val2014_000000502141.jpg,Is there a car in the image?,no,popular,car
502141,COCO_val2014_000000502141.jpg,Is there a book in the image?,no,popular,book
502141,COCO_val2014_000000502141.jpg,Is there a chair in the image?,yes,adversarial,chair
502141,COCO_val2014_000000502141.jpg,Is there a dining table in the image?,yes,adversarial,dining table
502141,COCO_val2014_000000502141.jpg,Is there a umbrella in the image?,yes,adversarial,umbrella
502141,COCO_val2014_000000502141.jpg,Is there a person in the image?,no,adversarial,person
502141,COCO_val2014_000000502141.jpg,Is there a car in the image?,no,adversarial,car
502141,COCO_val2014_000000502141.jpg,Is there a book in the image?,no,adversarial,book
20481,COCO_val2014_000000020481.jpg,Is there a cup in the image?,yes,random,cup
20481,COCO_val2014_000000020481.jpg,Is there a laptop in the image?,yes,random,laptop
20481,COCO_val2014_000000020481.jpg,Is there a mouse in the image?,yes,random,mouse
20481,COCO_val2014_000000020481.jpg,Is there a hot dog in the image?,no,random,hot dog
20481,COCO_val2014_000000020481.jpg,Is there a knife in the image?,no,random,knife
20481,COCO_val2014_000000020481.jpg,Is there a baseball glove in the image?,no,random,baseball glove
20481,COCO_val2014_000000020481.jpg,Is there a cup in the image?,yes,popular,cup
20481,COCO_val2014_000000020481.jpg,Is there a chair in the image?,yes,popular,chair
20481,COCO_val2014_000000020481.jpg,Is there a laptop in the image?,yes,popular,laptop
20481,COCO_val2014_000000020481.jpg,Is there a person in the image?,no,popular,person
20481,COCO_val2014_000000020481.jpg,Is there a car in the image?,no,popular,car
20481,COCO_val2014_000000020481.jpg,Is there a book in the image?,no,popular,book
20481,COCO_val2014_000000020481.jpg,Is there a mouse in the image?,yes,adversarial,mouse
20481,COCO_val2014_000000020481.jpg,Is there a laptop in the image?,yes,adversarial,laptop
20481,COCO_val2014_000000020481.jpg,Is there a chair in the image?,yes,adversarial,chair
20481,COCO_val2014_000000020481.jpg,Is there a person in the image?,no,adversarial,person
20481,COCO_val2014_000000020481.jpg,Is there a car in the image?,no,adversarial,car
20481,COCO_val2014_000000020481.jpg,Is there a book in the image?,no,adversarial,book
210855,COCO_val2014_000000210855.jpg,Is there a sink in the image?,yes,random,sink
210855,COCO_val2014_000000210855.jpg,Is there a bottle in the image?,yes,random,bottle
210855,COCO_val2014_000000210855.jpg,Is there a toilet in the image?,yes,random,toilet
210855,COCO_val2014_000000210855.jpg,Is there a zebra in the image?,no,random,zebra
210855,COCO_val2014_000000210855.jpg,Is there a hair drier in the image?,no,random,hair drier
210855,COCO_val2014_000000210855.jpg,Is there a kite in the image?,no,random,kite
210855,COCO_val2014_000000210855.jpg,Is there a sink in the image?,yes,popular,sink
210855,COCO_val2014_000000210855.jpg,Is there a bottle in the image?,yes,popular,bottle
210855,COCO_val2014_000000210855.jpg,Is there a toilet in the image?,yes,popular,toilet
210855,COCO_val2014_000000210855.jpg,Is there a person in the image?,no,popular,person
210855,COCO_val2014_000000210855.jpg,Is there a car in the image?,no,popular,car
210855,COCO_val2014_000000210855.jpg,Is there a chair in the image?,no,popular,chair
210855,COCO_val2014_000000210855.jpg,Is there a vase in the image?,yes,adversarial,vase
210855,COCO_val2014_000000210855.jpg,Is there a bottle in the image?,yes,adversarial,bottle
210855,COCO_val2014_000000210855.jpg,Is there a toilet in the image?,yes,adversarial,toilet
210855,COCO_val2014_000000210855.jpg,Is there a person in the image?,no,adversarial,person
210855,COCO_val2014_000000210855.jpg,Is there a car in the image?,no,adversarial,car
210855,COCO_val2014_000000210855.jpg,Is there a chair in the image?,no,adversarial,chair
194716,COCO_val2014_000000194716.jpg,Is there a car in the image?,yes,random,car
194716,COCO_val2014_000000194716.jpg,Is there a person in the image?,yes,random,person
194716,COCO_val2014_000000194716.jpg,Is there a cell phone in the image?,yes,random,cell phone
194716,COCO_val2014_000000194716.jpg,Is there a scissors in the image?,no,random,scissors
194716,COCO_val2014_000000194716.jpg,Is there a handbag in the image?,no,random,handbag
194716,COCO_val2014_000000194716.jpg,Is there a baseball bat in the image?,no,random,baseball bat
194716,COCO_val2014_000000194716.jpg,Is there a person in the image?,yes,popular,person
194716,COCO_val2014_000000194716.jpg,Is there a car in the image?,yes,popular,car
194716,COCO_val2014_000000194716.jpg,Is there a cell phone in the image?,yes,popular,cell phone
194716,COCO_val2014_000000194716.jpg,Is there a chair in the image?,no,popular,chair
194716,COCO_val2014_000000194716.jpg,Is there a book in the image?,no,popular,book
194716,COCO_val2014_000000194716.jpg,Is there a bottle in the image?,no,popular,bottle
194716,COCO_val2014_000000194716.jpg,Is there a cell phone in the image?,yes,adversarial,cell phone
194716,COCO_val2014_000000194716.jpg,Is there a person in the image?,yes,adversarial,person
194716,COCO_val2014_000000194716.jpg,Is there a car in the image?,yes,adversarial,car
194716,COCO_val2014_000000194716.jpg,Is there a chair in the image?,no,adversarial,chair
194716,COCO_val2014_000000194716.jpg,Is there a book in the image?,no,adversarial,book
194716,COCO_val2014_000000194716.jpg,Is there a bottle in the image?,no,adversarial,bottle
42225,COCO_val2014_000000042225.jpg,Is there a frisbee in the image?,yes,random,frisbee
42225,COCO_val2014_000000042225.jpg,Is there a person in the image?,yes,random,person
42225,COCO_val2014_000000042225.jpg,Is there a car in the image?,yes,random,car
42225,COCO_val2014_000000042225.jpg,Is there a spoon in the image?,no,random,spoon
